,Title,Description,Date Created,Origin,Author,Recipient,Start,start_lat,start_long,Year,Month,Day,Month Name,Season,Color
1577,"1883 August 21, Awbury, to Dear Franky",,1883-08-21,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Francis R. (Francis Reeve), 1878-1962","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1883,8,21,August,Summer,yellow
1578,"1883 August 21, Philadelphia, to wife","Letter describes in detail the death and funeral of Charles Wheeler, organizer of the Central National Bank of Philadelphia",1883-08-21,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1883,8,21,August,Summer,yellow
1579,"1883 August 22, Philadelphia, to wife",,1883-08-22,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1883,8,22,August,Summer,yellow
1580,"1883 August 23, Philadelphia, to wife",,1883-08-23,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1883,8,23,August,Summer,yellow
1581,"1883 August 24, Philadelphia, to Dear Anna",,1883-08-24,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1883,8,24,August,Summer,yellow
1582,"1883 August 26, Marblehead Neck, to Lilly","Clementine writes to niece Elizabeth from vacation in Marblehead Neck, Massachusetts, where she is with cousin Edgar. Summer cottages are popular in this area with Boston vacationers.

She is clearly upset with the lack of correspondence made lately by Elizabeth.",1883-08-26,Marblehead Neck (Mass.),"Author (aut): Cope, Clementine, 1835-1903","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 42.5, 'long': -70.8369444444444}",42.5,-70.8369444444444,1883,8,26,August,Summer,yellow
1583,"1883 August 28, Philadelphia, to Rachel",,1883-08-28,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1883,8,28,August,Summer,yellow
1584,"1883 July 30, Woodbourne, to Caroline & Annette",,1883-08-30,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Addressee (rcp): Cope, Annette, 1843-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1883,8,30,August,Summer,yellow
1585,"1883 August 30, Awbury, to Anna",,1883-08-30,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1883,8,30,August,Summer,yellow
1586,"1883 August 31, Philadelphia, to My dear Wife",,1883-08-31,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1883,8,31,August,Summer,yellow
1587,"1883 August 31, Philadelphia, to wife","Written on stationary of ""The Philadelphia Creamery Supply Co. Limited, 160 N. Twenty-Second St., Jonathan Evans, Chairman.""",1883-08-31,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1883,8,31,August,Summer,yellow
1588,"1883 September 1, Woodbourne, to Sister Clem",,1883-09-01,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Clementine, 1835-1903","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1883,9,1,September,Fall,orange
1589,"1883 September 1, Newport, to Grandpa",,1883-09-01,Newport (R.I.),"Author (aut): Evans, Anna Cope, 1875-1967","Addressee (rcp): Cope, Francis Reeve, 1821-1909","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1883,9,1,September,Fall,orange
1590,"1883 September 1, Newport, to Grandpa","""Royal Irish Linen, Marcus Ward & Co"" watermark with crown logo.",1883-09-01,Newport (R.I.),"Author (aut): Evans, Anna Cope, 1875-1967|Author (aut): Evans, Francis Algernon, 1878-1946","Addressee (rcp): Cope, Francis Reeve, 1821-1909","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1883,9,1,September,Fall,orange
1591,"1883 September 1, Philadelphia, to wife","Written on stationary of ""The Philadelphia Creamery Supply Co. Limited, 160 N. Twenty-Second St., Jonathan Evans, Chairman.""",1883-09-01,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1883,9,1,September,Fall,orange
1592,"1883 September 3, Awbury, to My Dear Wife",,1883-09-03,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1883,9,3,September,Fall,orange
1593,"1883 September 4, Woodbourne, to Rachel",,1883-09-04,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1883,9,4,September,Fall,orange
1594,"1883 September 5, Philada, to Anna",,1883-09-05,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1883,9,5,September,Fall,orange
1595,"1883 September 6, Woodbourne, to Father",The father to whom the letter is address is his father-in-law.,1883-09-06,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Alexis T. (Alexis Thomas), 1850-1883","Addressee (rcp): Cope, Francis Reeve, 1821-1909","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1883,9,6,September,Fall,orange
1596,"1883 September 7, Philadelphia, to wife",,1883-09-07,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1883,9,7,September,Fall,orange
1597,"1883 September 7, Newport, to My dearest husband, Awbury",,1883-09-07,Newport (R.I.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Evans, Jonathan, 1843-1911","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1883,9,7,September,Fall,orange
1598,"1883 September 8, Philadelphia, to wife",,1883-09-08,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1883,9,8,September,Fall,orange
1599,"1883 September 8, Newport, to My very dear mother",,1883-09-08,Newport (R.I.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1883,9,8,September,Fall,orange
1600,"1883 September 10, Philadelphia, to wife",,1883-09-10,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1883,9,10,September,Fall,orange
1601,"1883 September 17, to Dear Tom",,1883-09-17,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1883,9,17,September,Fall,orange
1602,"1883 September 18, Woodbourne, to Dear Tom",,1883-09-18,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1883,9,18,September,Fall,orange
1603,"1883 September 18, Boston, to Clemmy",,1883-09-18,Boston (Mass.),"Author (aut): Drinker, Frances, b. 1841","Addressee (rcp): Cope, Clementine, 1835-1903","{'lat': 42.35833333, 'long': -71.0597222222222}",42.35833333,-71.0597222222222,1883,9,18,September,Fall,orange
1604,"1883 September 19, Woodbourne, to Sister Clem","Letter reports on Alexis Cope's case of typhoid fever, from which he would die three days later on 9-22-1883.",1883-09-19,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Clementine, 1835-1903","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1883,9,19,September,Fall,orange
1606,"1883 September 20, Woodbourne, to Mother",,1883-09-20,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Margaret, 1856-1948","Addressee (rcp): Cope, Elizabeth Waln Stokes, 1823-1902","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1883,9,20,September,Fall,orange
1607,"1883 September 21, Germantown Phila Pa, to Clementine Cope, care of Mrs Northall",Western Union Telegraph,1883-09-21,"Germantown (Philadelphia, Pa.)","Author (aut): Cope, Elizabeth Waln Stokes, 1823-1902","Addressee (rcp): Cope, Clementine, 1835-1903","{'lat': 40.04333333, 'long': -75.18}",40.04333333,-75.18,1883,9,21,September,Fall,orange
1609,"1883 September 22, to Thos P Cope",Telegram.,1883-09-22,"Montrose (Susquehanna County, Pa.)","Author (aut): Cope, Henry, 1850-1924","Addressee (rcp): Cope, Thomas Pim, 1823-1900","{'lat': 41.83388889, 'long': -75.8769444444444}",41.83388889,-75.8769444444444,1883,9,22,September,Fall,orange
1610,"1883 September 25, Point Pleasant, to Annette",Letter of sympathy upon the death of Alexis T. Cope.,1883-09-25,Point Pleasant (N.J.),"Author (aut): L'duvier, E.N.","Addressee (rcp): Cope, Annette, 1843-1916","{'lat': 40.08305556, 'long': -74.0680555555556}",40.08305556,-74.0680555555556,1883,9,25,September,Fall,orange
1611,"1883 September 30, Germantown, to Carrie",,1883-09-30,"Germantown (Philadelphia, Pa.)","Author (aut): Garrett, Martha H., 1839-1927","Addressee (rcp): Cope, Caroline E. (Caroline Elizabeth), 1840-1944","{'lat': 40.04333333, 'long': -75.18}",40.04333333,-75.18,1883,9,30,September,Fall,orange
1612,"1883 December 23, Woodbourne, to Annette Cope",,1883-12-23,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Walker, George O., b. 1838","Addressee (rcp): Cope, Annette, 1843-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1883,12,23,December,Winter,darkred
1614,"1884, Magnolia, to Rachel R. C. Evans",,1884,"Magnolia (Gloucester, Mass.)","Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 42.57361111, 'long': -70.7105555555556}",42.57361111,-70.7105555555556,1884,0,0,0,0,0
1616,"1884 January 24, to Anna",,1884-01-24,Philadelphia (Pa.),"Author (aut): Evans, Hannah Bacon, 1839-1939","Addressee (rcp): Evans, Anna Cope, 1875-1967","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1884,1,24,January,Winter,darkred
1618,"1884 June 29, Woodbourne, to Dear Anna",,1884-06-29,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,6,29,June,Summer,yellow
1619,"1884 July 1, Woodbourne, to Dear Anna, Philadelphia",,1884-07-01,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,7,1,July,Summer,yellow
1620,"1884 July 2, Woodbourne, to Anna",,1884-07-02,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,7,2,July,Summer,yellow
1621,"1884 July 6, P.P., to C","Clementine is staying with cousin Emma and together they tend to Maggie, who the former feels is close to death.

Clementine has just leanred of the death of Wm. Cooper and empathizes with Fanny Cooper.",1884-07-06,Point Pleasant (N.J.),"Author (aut): Cope, Clementine, 1835-1903","Addressee (rcp): Cope, Caroline E. (Caroline Elizabeth), 1840-1944","{'lat': 40.08305556, 'long': -74.0680555555556}",40.08305556,-74.0680555555556,1884,7,6,July,Summer,yellow
1622,"1884 July 10, Awbury, to Lillie",,1884-07-10,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1884,7,10,July,Summer,yellow
1623,"1884 July 10, Awbury, to Frankie",,1884-07-10,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Francis Algernon, 1878-1946","Addressee (rcp): Cope, Francis R. (Francis Reeve), 1878-1962","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1884,7,10,July,Summer,yellow
1624,"1884 July 12, Philada, to Lillie",,1884-07-12,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1884,7,12,July,Summer,yellow
1625,"1884 July 13, Woodbourne, to Chellie","Letter mentions reading ""Memoir of Elizabeth T. King; with extracts from her letters and journals"" (Baltimore, Armstrong & Berry, 1859).",1884-07-13,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,7,13,July,Summer,yellow
1626,"1884 July 14, Philada, to Lillie",Standard Linen watermark.,1884-07-14,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1884,7,14,July,Summer,yellow
1627,"1884 July 18, Awbury, to My dear Lillie",3 sheets,1884-07-18,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1884,7,18,July,Summer,yellow
1628,"1884 July 19, Philadelphia, to Dear Lillie, Woodbourne",,1884-07-19,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1884,7,19,July,Summer,yellow
1629,"1884 July 23, Woodbourne, to Grandpa","This letter was written as if by Francis by someone else, probably his mother (Elizabeth Stewardson Cope)",1884-07-23,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Francis R. (Francis Reeve), 1878-1962","Addressee (rcp): Cope, Francis Reeve, 1821-1909","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,7,23,July,Summer,yellow
1630,"1884 July 23, Philadelphia, to dear Lillie, Woodbourne",,1884-07-23,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1884,7,23,July,Summer,yellow
1631,"1884 July 30, to Frankie",,1884-07-30,"Awbury (Philadelphia, Pa.)","Author (aut): Scattergood, Mary Cope Emlen, 1878-1975","Addressee (rcp): Cope, Francis R. (Francis Reeve), 1878-1962","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1884,7,30,July,Summer,yellow
1632,"1884 August 1, Awbury, to Dear Lillie, Woodbourne",,1884-08-01,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1884,8,1,August,Summer,yellow
1633,"1884 August 5, Awbury, to Dear Lillie, Woodbourne",,1884-08-05,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1884,8,5,August,Summer,yellow
1634,"1884 August 6, Awbury, to Lillie",Standard Linen watermark.,1884-08-06,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1884,8,6,August,Summer,yellow
1635,"1884 August 7, Awbury, to My dear Nephew",,1884-08-07,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Thomas P. (Thomas Pim), 1852-1944","Addressee (rcp): Cope, Francis R. (Francis Reeve), 1878-1962","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1884,8,7,August,Summer,yellow
1636,"1884 August 7, Awbury, to Anna, Dimock",,1884-08-07,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Francis Algernon, 1878-1946","Addressee (rcp): Evans, Anna Cope, 1875-1967","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1884,8,7,August,Summer,yellow
1637,"1884 August 8, Meadow Farm, to Anna",Envelope includes original two-cent stamp with profile of George Washington.,1884-08-08,Darlington (Md.),"Author (aut): Evans, Hannah Bacon, 1839-1939","Addressee (rcp): Evans, Anna Cope, 1875-1967","{'lat': 39.63916667, 'long': -76.2025}",39.63916667,-76.2025,1884,8,8,August,Summer,yellow
1639,"1884 August 10, Woodbourne, to Father",,1884-08-10,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Francis Reeve, 1821-1909","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,8,10,August,Summer,yellow
1641,"1884 August 10, Awbury, to My own dear little daughter",,1884-08-10,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Evans, Anna Cope, 1875-1967","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1884,8,10,August,Summer,yellow
1642,"1884 August 12, Magnolia, to Lillie",Standard Linen watermark.,1884-08-12,"Magnolia (Gloucester, Mass.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 42.57361111, 'long': -70.7105555555556}",42.57361111,-70.7105555555556,1884,8,12,August,Summer,yellow
1643,"1884 August 12, Awbury, to My dear Mother, Magnolia",,1884-08-12,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1884,8,12,August,Summer,yellow
1644,"1884 August 13, Magnolia, to My dear little Anna",,1884-08-13,"Magnolia (Gloucester, Mass.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Evans, Anna Cope, 1875-1967","{'lat': 42.57361111, 'long': -70.7105555555556}",42.57361111,-70.7105555555556,1884,8,13,August,Summer,yellow
1645,"1884 August 13, Awbury, to My very dear daughter",,1884-08-13,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Evans, Anna Cope, 1875-1967","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1884,8,13,August,Summer,yellow
1646,"1884 August 14, Magnolia, to Lillie","Hotel stationery -- ""The Crescent Beach House"".",1884-08-14,"Magnolia (Gloucester, Mass.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 42.57361111, 'long': -70.7105555555556}",42.57361111,-70.7105555555556,1884,8,14,August,Summer,yellow
1647,"1884 August 16, Woodbourne, to Mother",,1884-08-16,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,8,16,August,Summer,yellow
1648,"1884 August 16, Woodbourne, to Grandma",,1884-08-16,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Evans, Anna Cope, 1875-1967","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,8,16,August,Summer,yellow
1649,"1884 August 20, Philadelphia, to My dear little daughter",,1884-08-20,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Anna Cope, 1875-1967","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1884,8,20,August,Summer,yellow
1651,"1884 August 25, Awbury, to My dear little daughter, Woodbourne",,1884-08-25,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Evans, Anna Cope, 1875-1967","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1884,8,25,August,Summer,yellow
1652,"1884 August 29, Magnolia, to My dear Anna",,1884-08-29,"Magnolia (Gloucester, Mass.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Evans, Anna Cope, 1875-1967","{'lat': 42.57361111, 'long': -70.7105555555556}",42.57361111,-70.7105555555556,1884,8,29,August,Summer,yellow
1653,"1884 August 29, Philadelphia, to My dear little daughter",,1884-08-29,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Anna Cope, 1875-1967","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1884,8,29,August,Summer,yellow
1654,"1884 August 31, Woodbourne, to Grandma",,1884-08-31,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Agnes, 1876-1899","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,8,31,August,Summer,yellow
1655,"1884 August 31, Prospect St., Cheres Soeurs",,1884-08-31,Burlington (Vt.),"Author (aut): Cope, Clementine, 1835-1903","Addressee (rcp): Cope, Annette, 1843-1916","{'lat': 44.47583333, 'long': -73.2119444444444}",44.47583333,-73.2119444444444,1884,8,31,August,Summer,yellow
1656,"1884 August 31, Woodbourne, to Grandma","Written on August 31 and September 1, 1884.",1884-08-31,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Evans, Anna Cope, 1875-1967","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,8,31,August,Summer,yellow
1657,"1884 September 5, Woodbourne, to Chellie",,1884-09-05,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,9,5,September,Fall,orange
1658,"1884 September 6, Philadelphia, to Dear Lillie, Woodbourne",,1884-09-06,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1884,9,6,September,Fall,orange
1659,"1884 September 7, Woodbourne, to my dear Chellie",,1884-09-07,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Stork, Anna Brown Cope, b. 1862","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,9,7,September,Fall,orange
1660,"1884 September 8, Pittsfield Mass., to Dear Cousin F.",,1884-09-08,Pittsfield (Mass.),"Author (aut): Cope, Clementine, 1835-1903","Addressee (rcp): Cope, Francis Reeve, 1821-1909","{'lat': 42.45, 'long': -73.2452777777778}",42.45,-73.2452777777778,1884,9,8,September,Fall,orange
1661,"1884 September 8, Philadelphia, to Dear Lillie, Woodbourne",,1884-09-08,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1884,9,8,September,Fall,orange
1662,"1884 September 12, Philada, to Lillie",Standard Linen watermark.,1884-09-12,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1884,9,12,September,Fall,orange
1663,"1884 September 15, Awbury, to My dear Lillie",,1884-09-15,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1884,9,15,September,Fall,orange
1664,"1884 September 15, Awbury, to My dear Lillie",Nearly identical to Hsc4000.,1884-09-15,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1884,9,15,September,Fall,orange
