Title,Description,Date Created,Genre,Precise Origin,Origin,Precise Destination,Destination,Geographic Subject,Author,Recipient,PID,Subjects (Name),Subjects (Topic),Shelf Locator,Local Identifier,Note,Item URL
"1887 July 26, Philadelphia, to Dearest Rachel",,1887-07-26,letters (correspondence),,Philadelphia (Pa.),,,"Boston (Mass.)|Wissahickon Creek (Pa.)|Chestnut Hill (Philadelphia, Pa.)|Newport (R.I.)|Germantown (Philadelphia, Pa.)|Philadelphia (Pa.)","Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:109967,"person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Cope, Francis Reeve, 1821-1909|person:Stork, Anna Brown Cope, b. 1862|person:Yarnall, Caroline C., b. 1859|person:Mason, Katharine Evans Stokes, 1866-1947|person:Pleasants, Emlen, d. 1887|person:Haines, Francis Cope, 1857-1918|person:Cope, John Stokes, 1857-1915|person:Cope, Walter, 1861-1902|person:Evans, Eleanor Tyson Stokes, 1840-1919|person:Cope, Julia, 1866-1958",Weather|Driving of horse-drawn vehicles|Homeopathy|Death|Travel--Planning,"HC.MC-1170, Box 7",hsc2172,,/object/hc109967
"1887 July 31, Awbury, to Anna",Carrew Co. watermark.,1887-07-31,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,"Germantown (Philadelphia, Pa.)|New York (N.Y.)|Cape May (N.J.)|Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",hc:95079,"person:Cope, Anna Stewardson Brown, 1822-1916|person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Cope, Francis Hazen, 1859-1909|person:Cope, Alfred, 1857-1897|person:Cope, Margaret, 1856-1948",Weather|Funeral service--Society of Friends,"HC.MC-1170, Box 5",hsc0242,,/object/hc95079
"1887 July 31, Awbury, to My Dear Wife, Newport",,1887-07-31,letters (correspondence),,"Awbury (Philadelphia, Pa.)",Bronson's,Newport (R.I.),"Westtown (Pa.)|Philadelphia (Pa.)|Newport (R.I.)|Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",hc:111929,"person:Cope, Henry, 1850-1924|person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Cope, Francis Hazen, 1859-1909|person:Emlen, George Williams, 1853-1938|person:Cope, Margaret, 1856-1948|person:Scattergood, Mary Cope Emlen, 1878-1975|person:Haines, Francis Cope, 1857-1918|person:Cope, Alfred, 1857-1897|person:Cope, Margaret Cheston Tatnall, b. 1859|person:Cope, Thomas Pim, 1823-1900|person:Emlen, Eleanor Cope, 1854-1920|person:Emlen, Samuel, 1880-1936|person:Emlen, Arthur Cope, 1882-1941|person:Emlen, George Williams, Jr., 1887-1976|person:Wistar, Edward Morris, 1852-1941|person:Wistar, Margaret (Meta) Cooper Collins, 1852-1937|person:Wood, James|person:Marner, George|person:Broom, David|person:Yarnall, Mary",July|Weather|Voyages and travels|Health|Telephone|Inventions|Vacations,"HC.MC-1170, Box 5",hsc3015,,/object/hc111929
"1887 August 3, Woodbourne, to Mother",,1887-08-03,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Germantown (Philadelphia, Pa.)|Alexandria Bay (N.Y.)|Oswego (N.Y.)|Darlington (Md.)|Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",hc:106109,"person:Cope, Francis R. (Francis Reeve), 1878-1962|person:Cope, Agnes, 1876-1899|person:Scattergood, Alfred G. (Alfred Garrett), 1878-1954|person:Foote, Eleanor Tyson Cope, 1879-1973|person:Cope, Clementine, 1835-1903|person:Walker, George O., b. 1838|person:Evans, Rachel Reeve Cope, 1850-1939|person:Lewis, Caroline Mary Cope, 1865-1953|person:Hartshorne, Charles, 1829-1908",Health|Weather|Older people--Diseases|Letter writing,"HC.MC-1170, Box 3",hsc1217,,/object/hc106109
"1887 August 6, Philadelphia, to Dear Lillie, Woodbourne",,1887-08-06,letters (correspondence),,Philadelphia (Pa.),,"[Woodbourne (Susquehanna County, Pa.)]","Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)|Spring Lake (N.J.)|New York (N.Y.)|New England","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:111930,"person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Cope, Alfred, 1857-1897|person:Cope, E. D. (Edward Drinker), 1840-1897|person:Stork, Anna Brown Cope, b. 1862|person:Reeve, Julia K.|person:Hartshorne, Charles, 1829-1908",Wire fencing|Roads--Pennsylvania|Roads--Engineering and construction|High temperatures|Meetings,"HC.MC-1170, Box 5",hsc3016,,/object/hc111930
"1887 August 7, Awbury, to Dear Lilly",,1887-08-07,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,"Newport (R.I.)|Glen Summit (Pa.)|Wayne Junction Station (Philadelphia, Pa.)|Woodbourne (Susquehanna County, Pa.)|Wilkes-Barre (Pa.)|Awbury (Philadelphia, Pa.)","Author (aut): Cope, Thomas P. (Thomas Pim), 1852-1944","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:109888,"person:Foote, Eleanor Tyson Cope, 1879-1973|person:Cope, Francis Reeve, 1821-1909|person:Lewis, Caroline Mary Cope, 1865-1953|person:Stork, Anna Brown Cope, b. 1862",,"HC.MC-1170, Box 6",hsc2089,,/object/hc109888
"1887 August 8, Philadelphia, to Dear Lillie, Woodbourne",,1887-08-08,letters (correspondence),,Philadelphia (Pa.),,"[Woodbourne (Susquehanna County, Pa.)]","Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)|California","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:111931,"person:Cope, Alfred, 1857-1897|person:Cope, Elizabeth Waln Stokes, 1823-1902",Roads--Pennsylvania|Roads--Engineering and construction|Weather|Tomatoes|Lima bean|Peach,"HC.MC-1170, Box 5",hsc3017,,/object/hc111931
"1887 August 8, Philadelphia, to My dearest wife",,1887-08-08,letters (correspondence),,Philadelphia (Pa.),,,"Newport (R.I.)|Awbury (Philadelphia, Pa.)|Philadelphia (Pa.)","Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:109968,"person:Mason, Katharine Evans Stokes, 1866-1947|person:Mason, Samuel, 1859-1947","Boats|Weather|Finance, Personal","HC.MC-1170, Box 7",hsc2173,,/object/hc109968
"1887 August 10, Philadelphia, to My dearest wife",,1887-08-10,letters (correspondence),,Philadelphia (Pa.),,,"Awbury (Philadelphia, Pa.)|Philadelphia (Pa.)","Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:109969,"person:Mason, Samuel, 1859-1947|person:Cope, Walter, 1861-1902|person:Cope, Francis Reeve, 1821-1909|person:Cope, Alfred, 1857-1897|person:Haines, Francis Cope, 1857-1918|person:Haines, Mary D. (Mary Drinker Cope), 1819-1890|person:Paramore, William|person:Cope, Francis Hazen, 1859-1909|person:Stork, Anna Brown Cope, b. 1862",Letter writing|Weather|Afternoon teas|Accidents|Death|Railroad accidents|Medicine,"HC.MC-1170, Box 7",hsc2174,,/object/hc109969
"1887 August 11, Philadelphia, to My dear wife",,1887-08-11,letters (correspondence),,Philadelphia (Pa.),,,"Berkshire (Mass.)|Woodbourne (Susquehanna County, Pa.)|Cape May (N.J.)|Florida|Philadelphia (Pa.)","Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:109970,"person:Yarnall, Francis Cope, 1830-1890|person:Yarnall, Mary|person:Cope, Alfred, 1857-1897|person:Cope, Margaret Cheston Tatnall, b. 1859|person:Stork, Anna Brown Cope, b. 1862|person:Cope, Francis Hazen, 1859-1909|person:Haines, Reuben, 1851-1920|person:Lewis, Caroline Mary Cope, 1865-1953|person:Emlen, Eleanor Cope, 1854-1920|person:Cope, Thomas Pim, 1823-1900|person:Cope, Walter, 1861-1902|person:Cope, John Stokes, 1857-1915",Family|Apologies|Weather|Infants|Afternoon teas|Travel--Planning|Love-letters,"HC.MC-1170, Box 7",hsc2175,,/object/hc109970
"1887 August 12, Philadelphia, to My dear wife",,1887-08-12,letters (correspondence),,Philadelphia (Pa.),,,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:109971,"person:Evans, Anna Cope, 1875-1967|person:Mason, Katharine Evans Stokes, 1866-1947|person:Evans, Hannah Bacon, 1839-1939|person:Stokes, Katharine Wistar Evans, 1841-1904|person:Yarnall, Mary|person:Cope, Margaret Cheston Tatnall, b. 1859|person:Haines, Mary D. (Mary Drinker Cope), 1819-1890|person:Cope, Walter, 1861-1902|person:Cope, Thomas Pim, 1823-1900|person:Emlen, Eleanor Cope, 1854-1920|person:Emlen, George Williams, 1853-1938|person:Cope, John Stokes, 1857-1915",Postal service|Ophthalmologists|Eye--Diseases|Infants--Diseases|Robbery|Children|Weather,"HC.MC-1170, Box 7",hsc2176,,/object/hc109971
"1887 August 13, Philadelphia, to My dear wife",,1887-08-13,letters (correspondence),,Philadelphia (Pa.),,,"Awbury (Philadelphia, Pa.)|Philadelphia (Pa.)","Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:109972,"person:Mason, Samuel, Jr.|person:Mason, Katharine Evans Stokes, 1866-1947|person:Mason, Samuel, 1859-1947|person:Yarnall, Mary",Health|Weather|Diseases|Dysentery|Cholera,"HC.MC-1170, Box 7",hsc2177,,/object/hc109972
"1887 August 14, Montrose, to Dear Mother",,1887-08-14,letters (correspondence),,"Montrose (Susquehanna County, Pa.)",,,"Woodbourne (Susquehanna County, Pa.)|Montrose (Susquehanna County, Pa.)|Catskill Mountains (N.Y.)","Author (aut): Cope, Thomas P. (Thomas Pim), 1852-1944","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",hc:109882,"person:Cope, Francis Reeve, 1821-1909|person:Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|person:Cope, Caroline E. (Caroline Elizabeth), 1840-1944|person:Cope, Annette, 1843-1916|person:Hartshorne, Mary Elizabeth Brown, b. 1823|person:Hartshorne, Anna C. (Anna Cope), 1860-1957|person:Cope, Alexis T. (Alexis Thomas), 1850-1883|person:Cope, Alfred, 1857-1897|person:Cope, Francis Hazen, 1859-1909|person:Cope, John Stokes, 1857-1915|person:Cope, Walter, 1861-1902",Letter writing|High temperatures|Weather|Boats|House construction,"HC.MC-1170, Box 6",hsc2081,,/object/hc109882
"1887 August 16, Woodbourne, to Mother",,1887-08-16,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Adirondack Mountains (N.Y.)|Maryland|Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",hc:106111,"person:Cope, Francis R. (Francis Reeve), 1878-1962|person:Cope, Agnes, 1876-1899|person:Stork, Anna Brown Cope, b. 1862|person:Brown, Elizabeth H., b. 1840?|person:Hartshorne, Henry, 1823-1897|person:Hartshorne, Virginia",,"HC.MC-1170, Box 3",hsc1219,,/object/hc106111
"1887 August 16, Woodbourne, to Dear Grandma",,1887-08-16,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Francis R. (Francis Reeve), 1878-1962","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",hc:109621,"person:Cope, Elizabeth Waln Stokes, 1823-1902|person:Evans, Anna Cope, 1875-1967|person:Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|person:Foote, Eleanor Tyson Cope, 1879-1973|person:Cope, Agnes, 1876-1899",Birthdays|Gifts|Thank-you notes,"HC.MC-1170, Box 5",hsc1531,,/object/hc109621
"1887 August 17, Philadelphia, to My dear wife",,1887-08-17,letters (correspondence),,Philadelphia (Pa.),,,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:109973,"person:Stork, Anna Brown Cope, b. 1862|person:Stokes, Katharine Wistar Evans, 1841-1904|person:Cope, E. D. (Edward Drinker), 1840-1897|person:Lewis, Caroline Mary Cope, 1865-1953",Railroad travel|Postal service|Boats,"HC.MC-1170, Box 7",hsc2178,,/object/hc109973
"1887 August 17, to Brother",,1887-08-17,letters (correspondence),,,,,Newport (R.I.),"Author (aut): Stokes, Katharine Wistar Evans, 1841-1904","Addressee (rcp): Evans, Jonathan, 1759-1839",hc:94929,"person:Stokes, Esther Newlin, 1870-1913",Health,"HC.MC-1170, Box 1",hsc0091,,/object/hc94929
"1887 August 18, Philadelphia, to My own dear wife",,1887-08-18,letters (correspondence),,Philadelphia (Pa.),,,Philadelphia (Pa.)|Maryland|Berkshire (Mass.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:109974,"person:Stokes, Katharine Wistar Evans, 1841-1904|person:Evans, Hannah Bacon, 1839-1939|person:Cope, Walter, 1861-1902|person:Cope, Thomas Pim, 1823-1900|person:Yarnall, Mary|person:Cope, Francis Hazen, 1859-1909|person:Cope, Margaret Cheston Tatnall, b. 1859|person:Comfort, Edward, b. 1858|person:Cope, Elizabeth Waln Stokes, 1823-1902",Weather|Meetings|Dysentery|Health,"HC.MC-1170, Box 7",hsc2179,,/object/hc109974
"1887 August 19, Philadelphia, to My dear wife",,1887-08-19,letters (correspondence),,Philadelphia (Pa.),,,Philadelphia (Pa.)|Newport (R.I.)|Maryland,"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:109975,"person:Stokes, Katharine Wistar Evans, 1841-1904|person:Evans, Hannah Bacon, 1839-1939|person:Cope, Margaret Cheston Tatnall, b. 1859|person:Cope, Thomas Pim, 1823-1900|person:Cope, Alfred, 1857-1897|person:Yarnall, Mary|person:Scull, David, 1836-1907|person:Comfort, Edward, b. 1858",Weather|Health|Tea|Dinners and dining|Voyages and travels|Dysentery|Painting,"HC.MC-1170, Box 7",hsc2180,,/object/hc109975
"1887 August 20, Philadelphia, to My dearest Rachel",,1887-08-20,letters (correspondence),,Philadelphia (Pa.),,,"Philadelphia (Pa.)|Maryland|Chestnut Hill (Philadelphia, Pa.)|Newport (R.I.)","Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:109976,"person:Stokes, Katharine Wistar Evans, 1841-1904|person:Evans, Hannah Bacon, 1839-1939|person:Cope, Margaret Cheston Tatnall, b. 1859|person:Cope, Thomas Pim, 1823-1900|person:Cope, Alfred, 1857-1897|person:Yarnall, Mary|person:Cope, Walter, 1861-1902",Weather|Voyages and travels|Railroad travel,"HC.MC-1170, Box 7",hsc2181,,/object/hc109976
"1887 August 21, Newport, to My dear Frankie",,1887-08-21,letters (correspondence),,Newport (R.I.),,,Berkshire (Mass.)|Newport (R.I.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Francis R. (Francis Reeve), 1878-1962",hc:112206,"person:Cope, Agnes, 1876-1899|person:Foote, Eleanor Tyson Cope, 1879-1973|person:Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|person:Hartshorne, Henry, 1823-1897|person:Hartshorne, Anna C. (Anna Cope), 1860-1957|person:Hartshorne, Virginia|person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Cope, Caroline E. (Caroline Elizabeth), 1840-1944|person:Cope, Annette, 1843-1916|person:Cope, Clementine, 1835-1903|person:Evans, Anna Cope, 1875-1967|person:Evans, Francis Algernon, 1878-1946",Health,"HC.MC-1170, Box 2",hsc4009,,/object/hc112206
"1887 August 22, Philadelphia, to My darling wife",,1887-08-22,letters (correspondence),,Philadelphia (Pa.),,,Maryland|Philadelphia (Pa.)|Havre de Grace (Md.)|Bryn Mawr (Pa.)|Newport (R.I.)|New York (State),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:109977,"person:Evans, Hannah Bacon, 1839-1939|person:Cope, Margaret Cheston Tatnall, b. 1859|person:Stokes, Katharine Wistar Evans, 1841-1904|person:Cope, Francis Hazen, 1859-1909|person:Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|person:Stork, Anna Brown Cope, b. 1862|person:Cope, Thomas Pim, 1823-1900|person:Haines, William",Weather|Tonsillitis|Voyages and travels|Food|Dysentery|House construction|Dinners and dining|Family,"HC.MC-1170, Box 7",hsc2182,,/object/hc109977
"1887 August 23, to J",postcard,1887-08-23,letters (correspondence),,Conowingo Reservoir (Md. and Pa.),Haines St,"Awbury (Philadelphia, Pa.)","Conowingo Reservoir (Md. and Pa.)|Germantown (Philadelphia, Pa.)","Author (aut): Evans, Hannah Bacon, 1839-1939","Addressee (rcp): Evans, Jonathan, 1843-1911",hc:97216,,,"HC.MC-1170, Box 7",hsc0818,,/object/hc97216
"1887 August 23, Philadelphia, to My Darling Wife",,1887-08-23,letters (correspondence),,Philadelphia (Pa.),,,"Maryland|Germantown (Philadelphia, Pa.)|New York (State)|Philadelphia (Pa.)","Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:109978,"person:Bacon, Josiah, b. 1834|person:Bacon, Caroline, b. 1836|person:Wannop, Elizabeth, b. 1839|person:Cope, Walter, 1861-1902|person:Cope, Margaret Cheston Tatnall, b. 1859|person:Stokes, Katharine Wistar Evans, 1841-1904|person:Stork, Anna Brown Cope, b. 1862",Weather|Letter writing|Shopping|Rheumatism|Dinners and dining,"HC.MC-1170, Box 7",hsc2183,,/object/hc109978
"1887 August 24, Philadelphia, to Well my dearest wife",,1887-08-24,letters (correspondence),,Philadelphia (Pa.),,,"Germantown (Philadelphia, Pa.)|Philadelphia (Pa.)","Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:109979,"person:Stork, Anna Brown Cope, b. 1862|person:Cope, Margaret Cheston Tatnall, b. 1859|person:Cope, Alfred, 1857-1897|person:Ladley, George, b. 1854|person:Lewis, Caroline Mary Cope, 1865-1953",Weather|Tennis|Fires|Livestock|Dinners and dining|Railroad travel,"HC.MC-1170, Box 7",hsc2184,,/object/hc109979
"1887 August 24, Meadow Farm, to my dear Brother",,1887-08-24,letters (correspondence),Meadow Farm,Darlington (Md.),,,Newport (R.I.),"Author (aut): Stokes, Katharine Wistar Evans, 1841-1904","Addressee (rcp): Evans, Jonathan, 1843-1911",hc:97081,,Health|Family,"HC.MC-1170, Box 1",hsc0679,,/object/hc97081
"1887 August 25, Meadow Farm, to brother",,1887-08-25,letters (correspondence),Meadow Farm,Darlington (Md.),,,,"Author (aut): Evans, Hannah Bacon, 1839-1939","Addressee (rcp): Evans, Jonathan, 1843-1911",hc:97217,,,"HC.MC-1170, Box 7",hsc0819,,/object/hc97217
"1887 August 25, Philadelphia, to My dear wife",,1887-08-25,letters (correspondence),,Philadelphia (Pa.),,,"Frankford (Philadelphia, Pa.)|Newport (R.I.)|New York (N.Y.)|Philadelphia (Pa.)","Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:119153,"person:Evans, Hannah Bacon, 1839-1939|person:Stokes, Katharine Wistar Evans, 1841-1904|person:Haines, Henry Cope, 1853-1900|person:Bacon, Caroline, b. 1836|person:Stork, Anna Brown Cope, b. 1862|person:Shipley, Alice D., b. 1862",Weather|Voyages and travels|Health|Weddings,"HC.MC-1170, Box 7",hsc8000,,/object/hc119153
"1887 August 26, Meadow Farm, to brother",,1887-08-26,letters (correspondence),Meadow Farm,Darlington (Md.),,,,"Author (aut): Evans, Hannah Bacon, 1839-1939","Addressee (rcp): Evans, Jonathan, 1843-1911",hc:97218,"person:Mason, Katharine Evans Stokes, 1866-1947",Infants|Fires|Health|Whiskey,"HC.MC-1170, Box 7",hsc0820,,/object/hc97218
"1887 August 26, Philadelphia, to My dearest Rachel",,1887-08-26,letters (correspondence),,Philadelphia (Pa.),,,Maine|New York (N.Y.)|Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:119154,"person:Cope, Alfred, 1857-1897|person:Cope, Margaret Cheston Tatnall, b. 1859|person:Cope, Francis Hazen, 1859-1909|person:Evans, Ernest Mervyn, 1884-1911",Weather|Tea|Newspapers|Family,"HC.MC-1170, Box 7",hsc8001,,/object/hc119154
"1887 August 27, Philadelphia, to My dear wife",,1887-08-27,letters (correspondence),,Philadelphia (Pa.),,,Newport (R.I.)|Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:119155,"person:Simpson, Sallie|person:Evans, Hannah Bacon, 1839-1939|person:Cope, Alfred, 1857-1897|person:Cope, Margaret Cheston Tatnall, b. 1859|person:Cope, Thomas Pim, 1823-1900|person:Cope, Francis Reeve, 1821-1909",Weather|Postal service|Family,"HC.MC-1170, Box 7",hsc8002,,/object/hc119155
"1887 September 08, Philadelphia, to My dearest wife",,1887-09-08,letters (correspondence),,Philadelphia (Pa.),,,"Philadelphia (Pa.)|New York (N.Y.)|Magnolia (Gloucester, Mass.)","Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:119156,"person:Yarnall, Emma Cope, b. 1808|person:Yarnall, Anna, 1844-1915|person:Evans, Hannah Bacon, 1839-1939|person:Evans, Ernest Mervyn, 1884-1911|person:Gannon, Joanna, b. 1858|person:Yarnall, Ellis Hornor, 1839-1907",Railroad travel|Steamboats|Breakfasts|Health,"HC.MC-1170, Box 7",hsc8003,,/object/hc119156
"1887 September 9, Newport, to Dear Lillie, Woodbourne",,1887-09-09,letters (correspondence),,Newport (R.I.),,"[Woodbourne (Susquehanna County, Pa.)]","Newport (R.I.)|Susquehanna County (Pa.)|Conanicut Island (R.I.)|Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:111932,"person:Cope, Anna Stewardson Brown, 1822-1916|person:Evans, Rachel Reeve Cope, 1850-1939|person:Stork, Anna Brown Cope, b. 1862|person:Cope, Francis Hazen, 1859-1909|person:Hacker, Beulah|person:Wharton, Joseph, 1826-1909|person:Stokes, Katharine Wistar Evans, 1841-1904|person:Evans, Jonathan, 1843-1911|person:Newlin, Mary, b. 1850|person:Cope, Thomas Pim, 1823-1900|person:Cope, Elizabeth Waln Stokes, 1823-1902",Driving of horse-drawn vehicles|Correspondence|Cats|Views|Boats,"HC.MC-1170, Box 5",hsc3018,,/object/hc111932
"1887 September 09, Philadelphia, to My darling wife",,1887-09-09,letters (correspondence),,Philadelphia (Pa.),,,Newport (R.I.)|York Haven (Pa.)|Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:119157,"person:Stork, Anna Brown Cope, b. 1862|person:Evans, Hannah Bacon, 1839-1939|person:Cope, Alfred, 1857-1897|person:Evans, Ernest Mervyn, 1884-1911|person:Stokes, Katharine Wistar Evans, 1841-1904",Weather|Letters|Child care|Newspapers|Health|Infants--Diseases,"HC.MC-1170, Box 7",hsc8004,,/object/hc119157
"1887 September 12, Woodbourne, to Anna",,1887-09-12,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Woodbourne (Susquehanna County, Pa.)|Delaware Water Gap (Pa.)|Keene Valley (N.Y.)|Essex County (N.Y.)|Albany (N.Y.)|Newport (R.I.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Stork, Anna Brown Cope, b. 1862",hc:106110,"person:Evans, Anna Cope, 1875-1967|person:Evans, Francis Algernon, 1878-1946|person:Lewis, Caroline Mary Cope, 1865-1953|person:Evans, Jonathan, 1843-1911|person:Cope, Francis Reeve, 1821-1909|person:Cope, Anna Stewardson Brown, 1822-1916|person:Cope, Edgar, 1838-1895|person:Cope, Amy Elizabeth Yarnall|person:Cope, Annette, 1843-1916|person:Cope, Caroline E. (Caroline Elizabeth), 1840-1944|person:Cope, Clementine, 1835-1903|person:Cope, Thomas Pim, 1823-1900|person:Cope, Elizabeth Waln Stokes, 1823-1902|person:Evans, Rachel Reeve Cope, 1850-1939|person:Cope, Thomas P. (Thomas Pim), 1852-1944|person:Brown, Elizabeth H., b. 1840?",Letter writing|Education|Family,"HC.MC-1170, Box 3",hsc1218,,/object/hc106110
"1887 September 12, Philadelphia, to My dear Rachel",,1887-09-12,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,New York (N.Y.)|Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",hc:119158,"person:Stork, Anna Brown Cope, b. 1862|person:Cope, Margaret Cheston Tatnall, b. 1859|person:Cope, Alfred, 1857-1897|person:Lewis, Caroline Mary Cope, 1865-1953|person:Cope, Anna Stewardson Brown, 1822-1916|person:Evans, Hannah Bacon, 1839-1939",Voyages and travels|Child care|Cooks|Infants--Diseases,"HC.MC-1170, Box 7",hsc8005,,/object/hc119158
"1887 September 16, Woodbourne, to My dear sister",,1887-09-16,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Woodbourne (Susquehanna County, Pa.)|Dimock (Pa. : Township)|Germantown (Philadelphia, Pa.)|Philadelphia (Pa.)","Author (aut): Cope, Elizabeth Waln Stokes, 1823-1902",,hc:106312,"person:Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|person:Cope, Thomas Pim, 1823-1900|person:Cope, Agnes, 1876-1899|person:Stork, Anna Brown Cope, b. 1862|person:Emlen, Samuel, 1880-1936|person:Stokes, Francis, 1833-1917|person:Cope, Margaret, 1856-1948|person:Stokes, Katharine Wistar Evans, 1841-1904|person:Evans, Rachel Reeve Cope, 1850-1939|person:Evans, Ernest Mervyn, 1884-1911|person:Evans, Harold, 1886-1977|person:Emlen, Eleanor Cope, 1854-1920|person:Cope, Francis Reeve, 1821-1909|person:Foote, Eleanor Tyson Cope, 1879-1973|person:Walker, George, 1797-1891",Letter writing|Correspondence|Hospitality|Country life|Health|Driving of horse-drawn vehicles|Leaves--Color|Weather|Reading|Child care,"HC.MC-1170, Box 3",hsc1425,,/object/hc106312
