Title,Description,Date Created,Genre,Precise Origin,Origin,Precise Destination,Destination,Geographic Subject,Author,Recipient,PID,Subjects (Name),Subjects (Topic),Shelf Locator,Local Identifier,Note,Item URL
"1886 September 25, Caen, to My dear Lillie",,1886-09-25,letters (correspondence),,Caen (France),,,"Dinan (Côtes-d'Armor, France)|Rance River (Côtes-d'Armor, France)|Le Mont-Saint-Michel (France)|Atlantic Ocean|Caen (France)","Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:109639,"Cope, Annette, 1843-1916|Stork, Anna Brown Cope, b. 1862",Voyages and travels|France--Description and travel|Artists|Mountains|Church|France--History--1789-1900|Hospitality|Hotels|Housekeeping,"HC.MC-1170, Box 3",hsc1551,,/object/hc109639
"1886 October 9, 11 Place Reine Mathilde, to Dear Lilly",,1886-10-09,letters (correspondence),11 Place Reine Mathilde,Bayeux (France),,,Normandy (France)|Paris (France)|London (England),"Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:104232,"Cope, Amy A., 1833?-1909|Tyson, Eleanor Cope, 1807-1847|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916",Voyages and travels|Tourists|France--Description and travel|Correspondence,"HC.MC-1170, Box 3",hsc0979,,/object/hc104232
"1886 October 21, Overbrook, to Franky",,1886-10-21,letters (correspondence),,"Overbrook (Philadelphia, Pa.)",,,,"Cope, Edgar, 1838-1895","Cope, Francis R. (Francis Reeve), 1878-1962",hc:95188,,,"HC.MC-1170, Box 3",hsc0365,,/object/hc95188
"1887 August 3, Woodbourne, to Mother",,1887-08-03,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Germantown (Philadelphia, Pa.)|Alexandria Bay (N.Y.)|Oswego (N.Y.)|Darlington (Md.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106109,"Cope, Francis R. (Francis Reeve), 1878-1962|Cope, Agnes, 1876-1899|Scattergood, Alfred G. (Alfred Garrett), 1878-1954|Foote, Eleanor Tyson Cope, 1879-1973|Cope, Clementine, 1835-1903|Walker, George O., b. 1838|Evans, Rachel Reeve Cope, 1850-1939|Lewis, Caroline Mary Cope, 1865-1953|Hartshorne, Charles, 1829-1908",Health|Weather|Older people--Diseases|Letter writing,"HC.MC-1170, Box 3",hsc1217,,/object/hc106109
"1887 August 16, Woodbourne, to Mother",,1887-08-16,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Adirondack Mountains (N.Y.)|Maryland|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106111,"Cope, Francis R. (Francis Reeve), 1878-1962|Cope, Agnes, 1876-1899|Stork, Anna Brown Cope, b. 1862|Brown, Elizabeth H., b. 1840?|Hartshorne, Henry, 1823-1897|Hartshorne, Virginia",,"HC.MC-1170, Box 3",hsc1219,,/object/hc106111
"1887 September 12, Woodbourne, to Anna",,1887-09-12,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Woodbourne (Susquehanna County, Pa.)|Delaware Water Gap (Pa.)|Keene Valley (N.Y.)|Essex County (N.Y.)|Albany (N.Y.)|Newport (R.I.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Stork, Anna Brown Cope, b. 1862",hc:106110,"Evans, Anna Cope, 1875-1967|Evans, Francis Algernon, 1878-1946|Lewis, Caroline Mary Cope, 1865-1953|Evans, Jonathan, 1843-1911|Cope, Francis Reeve, 1821-1909|Cope, Anna Stewardson Brown, 1822-1916|Cope, Edgar, 1838-1895|Cope, Amy Elizabeth Yarnall|Cope, Annette, 1843-1916|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Clementine, 1835-1903|Cope, Thomas Pim, 1823-1900|Cope, Elizabeth Waln Stokes, 1823-1902|Evans, Rachel Reeve Cope, 1850-1939|Cope, Thomas P. (Thomas Pim), 1852-1944|Brown, Elizabeth H., b. 1840?",Letter writing|Education|Family,"HC.MC-1170, Box 3",hsc1218,,/object/hc106110
"1887 September 16, Woodbourne, to My dear sister",,1887-09-16,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Woodbourne (Susquehanna County, Pa.)|Dimock (Pa. : Township)|Germantown (Philadelphia, Pa.)|Philadelphia (Pa.)","Cope, Elizabeth Waln Stokes, 1823-1902",,hc:106312,"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Cope, Thomas Pim, 1823-1900|Cope, Agnes, 1876-1899|Stork, Anna Brown Cope, b. 1862|Emlen, Samuel, 1880-1936|Stokes, Francis, 1833-1917|Cope, Margaret, 1856-1948|Stokes, Katharine Wistar Evans, 1841-1904|Evans, Rachel Reeve Cope, 1850-1939|Evans, Ernest Mervyn, 1884-1911|Evans, Harold, 1886-1977|Emlen, Eleanor Cope, 1854-1920|Cope, Francis Reeve, 1821-1909|Foote, Eleanor Tyson Cope, 1879-1973|Walker, George, 1797-1891",Letter writing|Correspondence|Hospitality|Country life|Health|Driving of horse-drawn vehicles|Leaves--Color|Weather|Reading|Child care,"HC.MC-1170, Box 3",hsc1425,,/object/hc106312
"1888 July 29, Woodbourne, to Mother",,1888-07-28,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106112,"Stork, Anna Brown Cope, b. 1862|Cope, Thomas P. (Thomas Pim), 1852-1944|Cope, Agnes, 1876-1899|Cope, Margaret, 1856-1948|Emlen, Eleanor Cope, 1854-1920|Cope, Francis Reeve, 1821-1909|Lewis, Caroline Mary Cope, 1865-1953|Evans, Rachel Reeve Cope, 1850-1939|Cope, Francis Hazen, 1859-1909|Emlen, Arthur Cope, 1882-1941|Emlen, George Williams, Jr., 1887-1976",,"HC.MC-1170, Box 3",hsc1220,,/object/hc106112
"1888 August 8, Wildmere, to My dear Clementine",,1888-08-08,letters (correspondence),Wildmere,Berkshire (Mass.),,,"Lake Minnewaska (N.Y.)|Delaware Water Gap (Pa.)|Burlington (N.J.)|Berkshire (Mass.)|Falmouth (Mass.)|Newport (R.I.)|Vermont|New Hampshire|Woodbourne (Susquehanna County, Pa.)|Richfield (N.Y.)|Normandy (France)","Cope, Elizabeth Waln Stokes, 1823-1902","Cope, Clementine, 1835-1903",hc:106313,"Stokes, Hetty N. (Hetty Newlin), 1838-1899|Drinker, Frances, b. 1841|Tatum, Hannah|Lippincott, Annie|Cope, Thomas Pim, 1823-1900|Evans, Hannah Bacon, 1839-1939|Garrett, Philip C. (Philip Cresson), 1834-1905|Garrett, Elizabeth Waln Cope, 1841-1931|Foulk, Frances Biddle Garrett, 1866-1938|Cope, Julia, 1866-1958|Cope, E. D. (Edward Drinker), 1840-1897|Cope, Annie Pim, 1840-1933|Kite, Susanna S.|Cope, Margaret, 1856-1948|Archibald, Nancy|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Emlen, Eleanor Cope, 1854-1920|Cope, Alban, 1864-1914|Cope, Mary Stokes, 1853-1888|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916|Cope, Walter, 1861-1902",Correspondence|Voyages and travels|Vacations|Health|Nature|New York (State)--Description and travel|Diseases|Nursing|Sun--Rising and setting|Sulfur springs|Mortality,"HC.MC-1170, Box 3",hsc1426,,/object/hc106313
"1888 August 24, Ausable Chasm NY, to Dear Franky",,1888-08-24,letters (correspondence),Lake View House,Ausable River (N.Y.),,,Ausable River (N.Y.),"Cope, Clementine, 1835-1903","Cope, Francis R. (Francis Reeve), 1878-1962",hc:104234,"Cope, Thomas P. (Thomas Pim), 1852-1944|Lewis, Caroline Mary Cope, 1865-1953|Cope, Annette, 1843-1916|Cope, Agnes, 1876-1899",,"HC.MC-1170, Box 3",hsc0981,,/object/hc104234
"1888 August 27, Woodbourne, to My dear sister",,1888-08-27,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Berkshire (Mass.)|Richfield (N.Y.)|Awbury (Philadelphia, Pa.)|Newport (R.I.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth Waln Stokes, 1823-1902","Stokes, Hetty N. (Hetty Newlin), 1838-1899",hc:106314,"Stork, Anna Brown Cope, b. 1862|Cope, Margaret, 1856-1948|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Cope, Thomas Pim, 1823-1900|Cope, Francis R. (Francis Reeve), 1878-1962|Emlen, Mary|Emlen, Eleanor Cope, 1854-1920|Evans, Eleanor Tyson Stokes, 1840-1919|Evans, Thomas, 1869-1955|Evans, John Wistar, 1870-1939|Cope, Agnes, 1876-1899|Evans, Rachel Reeve Cope, 1850-1939",Correspondence|Summer schools|Mountains|Health|Carriages and carts|Driving of horse-drawn vehicles|Fishing|Reading|Vacation schools|Horses|Rowing|Nature,"HC.MC-1170, Box 3",hsc1427,,/object/hc106314
"1888 October 1, Woodbourne, to Mother",,1888-10-01,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Montrose (Susquehanna County, Pa.)|Newport (R.I.)|Orange (N.J.)|Awbury (Philadelphia, Pa.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106113,"Haines, Francis Cope, 1857-1918|Cope, Alfred, 1857-1897|Cope, Margaret Cheston Tatnall, b. 1859|Cope, Francis Reeve, 1821-1909|Yarnall, Mildred|Evans, Rachel Reeve Cope, 1850-1939|Stork, Anna Brown Cope, b. 1862|Evans, Jonathan, 1843-1911|Lewis, Caroline Mary Cope, 1865-1953|Haines, Mary Rhoads, 1819-1905",Weather|Family|Health|Community life,"HC.MC-1170, Box 3",hsc1221,,/object/hc106113
"1888 October 13, Woodbourne, to Mother",,1888-10-13,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Newport (R.I.)|Montrose (Susquehanna County, Pa.)|Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106114,"Evans, Rachel Reeve Cope, 1850-1939|Cope, Francis Reeve, 1821-1909|Hotchkiss, Anne Maria, b. 1832|Lapaugh, Elizabeth, b. 1795?|Walker, George O., b. 1838|Cope, Francis R. (Francis Reeve), 1878-1962|Stork, Anna Brown Cope, b. 1862|Cope, Thomas Pim, 1823-1900|Cope, Thomas P. (Thomas Pim), 1852-1944",Older people|Gifts|Children,"HC.MC-1170, Box 3",hsc1222,,/object/hc106114
"1889 July 8, Awbury, to Chellie, Newport",,1889-07-08,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,[Newport (R.I.)],"Beaver Tail (R.I.)|Point Judith Harbor of Refuge (R.I.)|New York (N.Y.)|Newport (R.I.)|Atlantic Ocean|Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939",hc:106115,"Cope, Clementine, 1835-1903|Evans, Anna Cope, 1875-1967|Foote, Eleanor Tyson Cope, 1879-1973|Cope, Alfred, 1857-1897|Cope, Margaret Cheston Tatnall, b. 1859|Evans, Jonathan, 1843-1911|Cope, Anna Stewardson Brown, 1822-1916|Cope, Francis Reeve, 1821-1909|Lewis, Caroline Mary Cope, 1865-1953",Weather|Summer schools|Fourth of July celebrations|Ocean Voyages and travels|Motion sickness,"HC.MC-1170, Box 3",hsc1223,,/object/hc106115
"1889 July 23, Highland House, to Dear Franky",,1889-07-23,letters (correspondence),Highland House,,,,Atlantic Ocean,"Cope, Clementine, 1835-1903","Cope, Francis R. (Francis Reeve), 1878-1962",hc:104235,"Cope, Agnes, 1876-1899|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Foote, Eleanor Tyson Cope, 1879-1973",,"HC.MC-1170, Box 3",hsc0982,,/object/hc104235
"1889 July 23, Dear Little Nibble","miniature note inside ""1889 July 23, Highland House, Dear Franky."" Postscript on large letter says to give the letter inside to Mama (Elizabeth S. Cope)",1889-07-23,letters (correspondence),[Highland House],,,,,"Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:104236,,,"HC.MC-1170, Box 3",hsc0983,,/object/hc104236
"1889 August 21, Woodbourne, to Mother",,1889-08-21,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Europe|Magnolia (Gloucester, Mass.)|New Bedford (Mass.)|Gloucester (Mass.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106116,"Evans, Ernest Mervyn, 1884-1911|Evans, Rachel Reeve Cope, 1850-1939|Newbold, Frank W., b. 1845|Cope, Edgar, 1838-1895|Hazard, Caroline Newbold, b. 1808?|Hazard, Rowland Gibson, 1801-1888|Drinker, Frances, b. 1841|Hacker, Paschall, b. 1839|Cope, Francis R. (Francis Reeve), 1878-1962|Stork, Anna Brown Cope, b. 1862|Hartshorne, Charles, 1829-1908|Hartshorne, Anna C. (Anna Cope), 1860-1957|Hartshorne, Virginia",Immigrants--United States|Household employees|Marriage|Gossip|Infants|Child care|Breastfeeding,"HC.MC-1170, Box 3",hsc1224,,/object/hc106116
"1889 September 15, Petersham Mass, to Dear Franky",,1889-09-15,letters (correspondence),,Petersham (Mass.),,,Petersham (Mass.)|Massachusetts,"Cope, Clementine, 1835-1903","Cope, Francis R. (Francis Reeve), 1878-1962",hc:104237,"Cope, Edgar, 1838-1895|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Foote, Eleanor Tyson Cope, 1879-1973",Country life,"HC.MC-1170, Box 3",hsc0984,,/object/hc104237
"1889 September 18, Woodbourne, to Mother","Final page verso contains note written at a later date by Elizabeth S. Cope. As this note mentions, Harriet S. Slaymaker (b. 1850) later became a nun named ""Mother Angela"" residing, as of 1920, in Boston.",1889-09-18,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Woodbourne (Susquehanna County, Pa.)|Elmira (N.Y.)|Magnolia (Gloucester, Mass.)|Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106117,"Evans, Rachel Reeve Cope, 1850-1939|Cope, Francis Reeve, 1821-1909|Slaymaker, Harriet S., b. 1850|Slaymaker, J. B.|Cope, Edgar, 1838-1895|Emlen, Eleanor Cope, 1854-1920|Emlen, Samuel, 1880-1936|Cope, Clementine, 1835-1903",Wounds and injuries|Weather|Family|Vegetable gardening,"HC.MC-1170, Box 3",hsc1225,,/object/hc106117
"1889 September 24, Magnolia, to Dear little Francois",,1889-09-24,letters (correspondence),Magnolia,,,,Atlantic Ocean,"Cope, Clementine, 1835-1903","Cope, Francis R. (Francis Reeve), 1878-1962",hc:104233,"Cope, Thomas Pim, 1823-1900|Cope, Edgar, 1838-1895",,"HC.MC-1170, Box 3",hsc0980,,/object/hc104233
"1889 October 13, Woodbourne, to Mother","Mentions receiving a reprint edition of Goody Two Shoes, most likely from 1881 (http://lccn.loc.gov/40037544).",1889-10-13,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Magnolia (Gloucester, Mass.)|Montrose (Susquehanna County, Pa.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106118,"Evans, Jonathan, 1843-1911|Evans, Rachel Reeve Cope, 1850-1939|Cope, Thomas P. (Thomas Pim), 1852-1944|Hotchkiss, Anne Maria, b. 1832|Brown, Elizabeth H., b. 1840?|Cope, Francis Reeve, 1821-1909",Brothers and sisters|Outdoor recreation,"HC.MC-1170, Box 3",hsc1226,,/object/hc106118
"1890 July 13, Woodbourne, to Dearest Mother",,1890-07-13,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Montrose (Susquehanna County, Pa.)|Newport (R.I.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106219,"Evans, Rachel Reeve Cope, 1850-1939",Germans|Quakers--Social life and customs|Dance,"HC.MC-1170, Box 3",hsc1330,,/object/hc106219
"1890 September 29, Way Side Inn Berkshire Mass, My dear Cousin",,1890-09-29,letters (correspondence),Way Side Inn,Berkshire (Mass.)|Norfolk (Conn.),,,"Berkshire (Mass.)|Norfolk (Conn.)|Woodbourne (Susquehanna County, Pa.)|Chautauqua (N.Y.)|Massachusetts","Cope, Clementine, 1835-1903",,hc:104238,"Bettle, Mary, 1833-1912|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",New England--Description and travel|Mountains--New England|Lakes|Voyages and travels|Health,"HC.MC-1170, Box 3",hsc0985,,/object/hc104238
"1891 March 7, 121 S 19th St, to Dear Cousin Anna",Addressed from 121 S. 19th St.,1891-03-07,letters (correspondence),121 S 19th St,Philadelphia (Pa.),,,Philadelphia (Pa.),"Cope, Clementine, 1835-1903","Stork, Anna Brown Cope, b. 1862",hc:104239,"Cope, Francis Reeve, 1821-1909|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916",,"HC.MC-1170, Box 3",hsc0986,,/object/hc104239
"1891 June 23, Woodbourne, to my dear Frank",,1891-06-23,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Germantown (Philadelphia, Pa.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis R. (Francis Reeve), 1878-1962",hc:106221,"Cope, Annette, 1843-1916|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Foote, Eleanor Tyson Cope, 1879-1973|Walker, George, 1797-1891|Paramore, William|Cokely, Herbert|Haines, Francis Cope, 1857-1918|Haines, Marion",Dogs|Weather,"HC.MC-1170, Box 3",hsc1332,,/object/hc106221
"1891 June 25, Woodbourne, to my dearest Frank",,1891-06-25,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Jamestown (R.I.)|Newport (R.I.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis R. (Francis Reeve), 1878-1962",hc:106222,"Foote, Eleanor Tyson Cope, 1879-1973|Evans, Jonathan, 1843-1911|Norris, George|Evans, Rachel Reeve Cope, 1850-1939|Cope, Agnes, 1876-1899",German language|Dogs|Letter writing,"HC.MC-1170, Box 3",hsc1333,,/object/hc106222
"1891 June 28, Woodbourne, to my dear Frank",,1891-06-28,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Conanicut Island (R.I.)|Dimock (Pa. : Township)|Newport (R.I.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis R. (Francis Reeve), 1878-1962",hc:106223,"Cope, William Brown, 1854-1860|Foote, Eleanor Tyson Cope, 1879-1973|Evans, Jonathan, 1843-1911|Lewis, Caroline Mary Cope, 1865-1953|Evans, Rachel Reeve Cope, 1850-1939",Dogs|Nature|Letter writing,"HC.MC-1170, Box 3",hsc1334,,/object/hc106223
"1891 July 2, Woodbourne, to my dearest Frank",,1891-07-02,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Conanicut Island (R.I.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis R. (Francis Reeve), 1878-1962",hc:106224,"Lewis, Caroline Mary Cope, 1865-1953|Cope, Annette, 1843-1916|Cope, William Brown, 1854-1860|Evans, Jonathan, 1843-1911",Weather|Horses,"HC.MC-1170, Box 3",hsc1335,,/object/hc106224
"1891 July 5, Woodbourne, to my dearest Mother",,1891-07-05,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Europe|Spring Lake (N.J.)|Gloucester (Mass.)|Maine|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106225,"Hartshorne, Anna C. (Anna Cope), 1860-1957|Hartshorne, Virginia|Chamberlin, Rose|Cope, Francis R. (Francis Reeve), 1878-1962|Norris, George|Lewis, Caroline Mary Cope, 1865-1953|Cope, Annette, 1843-1916|Cope, Clementine, 1835-1903|Evans, Rachel Reeve Cope, 1850-1939|Drinker, Frances, b. 1841",Voyages and travels|Nature,"HC.MC-1170, Box 3",hsc1336,,/object/hc106225
"1891 July 14, Woodbourne, to Dearest Mother",,1891-07-14,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Windermere (England)|Lake District (England)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106226,"Stork, Anna Brown Cope, b. 1862|Evans, Anna Cope, 1875-1967|Hartshorne, Mary Elizabeth Brown, b. 1823|Hartshorne, Anna C. (Anna Cope), 1860-1957|Hartshorne, Virginia|Cope, Francis R. (Francis Reeve), 1878-1962|Lewis, Caroline Mary Cope, 1865-1953|Evans, Rachel Reeve Cope, 1850-1939|Cope, Agnes, 1876-1899",Horses|Fishing|Voyages and travels|Dogs,"HC.MC-1170, Box 3",hsc1337,,/object/hc106226
"1891 July 25, Woodbourne, to Dearest Mother",,1891-07-26,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Great Lakes (North America)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106227,"Lewis, Caroline Mary Cope, 1865-1953|Norris, George|Hartshorne, Virginia|Hartshorne, Anna C. (Anna Cope), 1860-1957|Rhoads, Anna|Evans, Rachel Reeve Cope, 1850-1939|Evans, Eleanor Tyson Stokes, 1840-1919",Health|Germany--Description and travel|Picnics|Voyages and travels|Weather,"HC.MC-1170, Box 3",hsc1338,,/object/hc106227
"1891 August 9, Woodbourne, to Dearest Mother",,1891-08-09,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Conanicut Island (R.I.)|New York (N.Y.)|Montrose (Susquehanna County, Pa.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106228,"Cope, Thomas P. (Thomas Pim), 1852-1944|Stork, Anna Brown Cope, b. 1862|Cope, Francis Reeve, 1821-1909|Lewis, Caroline Mary Cope, 1865-1953|Hartshorne, Virginia|Hartshorne, Anna C. (Anna Cope), 1860-1957|Evans, Rachel Reeve Cope, 1850-1939",Health|Nature|Family,"HC.MC-1170, Box 3",hsc1339,,/object/hc106228
"1891 August 12, Overbrook, to Nettie","Edgar describes being less than impressed with the city of London, prefering that of Paris, though he has seen little of either.",1891-08-12,letters (correspondence),,"Overbrook (Philadelphia, Pa.)",,,London (England)|Moosehead Lake (Me.)|Paris (France)|Southampton (England),"Cope, Edgar, 1838-1895","Cope, Annette, 1843-1916",hc:95189,"Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Clementine, 1835-1903|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Simpson, Joseph, 1835-1901",Voyages and travels,"HC.MC-1170, Box 3",hsc0366,,/object/hc95189
"1891 August 13, Woodbourne, to Dearest Mother",,1891-08-13,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"New York (N.Y.)|Philadelphia (Pa.)|Newport (R.I.)|Montrose (Susquehanna County, Pa.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106229,"Cope, Francis Hazen, 1859-1909|Stork, Anna Brown Cope, b. 1862|Cope, Francis Reeve, 1821-1909|Lewis, Caroline Mary Cope, 1865-1953|Cope, William Brown, 1854-1860|Evans, Francis Algernon, 1878-1946|Evans, Edward W. (Edward Wyatt), 1882-1976|Norris, George|Norris, Sally Fox",,"HC.MC-1170, Box 3",hsc1340,,/object/hc106229
"1891 September 27, Pepperell Mass, to My dear Cousin",,1891-09-27,letters (correspondence),,Pepperell (Mass.),,,"Pepperell (Mass.)|Woodbourne (Susquehanna County, Pa.)|Newport (R.I.)|Boston (Mass.)|Philadelphia (Pa.)|New York (N.Y.)","Cope, Clementine, 1835-1903",,hc:104240,"Stork, Anna Brown Cope, b. 1862|Cope, Alfred, 1857-1897|Hartshorne, Mary Elizabeth Brown, b. 1823|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916|Cope, Amy A., 1833?-1909",Family reunions|Unitarian Universalists|Weather|Voyages and travels|New England--Description and travel,"HC.MC-1170, Box 3",hsc0987,,/object/hc104240
"1891 September 27, Woodbourne, to Dearest Father",,1891-09-27,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909",hc:106230,"Cope, Alexis T. (Alexis Thomas), 1850-1883",Thank-you notes|Quakers--Death|Poetry,"HC.MC-1170, Box 3",hsc1341,,/object/hc106230
"1892 August 10, Asticou, to My very good sister",,1892-08-10,letters (correspondence),,Asticou (Me.),,,Bar Harbor (Me.)|Pittsfield (Mass.)|Augusta (Me.)|Pepperell (Mass.)|Asticou (Me.)|New York (N.Y.),"Cope, Clementine, 1835-1903","Cope, Annette, 1843-1916",hc:104241,"Stork, Anna Brown Cope, b. 1862|Cope, Margaret, 1856-1948|Drinker, Frances, b. 1841|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Hartshorne, Mary Elizabeth Brown, b. 1823",Postal service|Country life|Food habits|Health|Voyages and travels|Nature,"HC.MC-1170, Box 3",hsc0988,,/object/hc104241
"1892 August 11, Woodbourne, to Dearest Mother",,1892-08-11,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Oswego (N.Y.)|Northeast Harbor (Me.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106231,"Lewis, Caroline Mary Cope, 1865-1953|Cope, Thomas P. (Thomas Pim), 1852-1944|Cope, Francis, 1852-1854|Cope, Annette, 1843-1916|Cope, Clementine, 1835-1903",,"HC.MC-1170, Box 3",hsc1342,,/object/hc106231
"1892 August 22, Asticou Me (Harbor Cottages), Dear Cousin Anna",,1892-08-22,letters (correspondence),Harbor Cottages,Asticou (Me.),,,Asticou (Me.)|Pittsfield (Mass.)|Boston (Mass.)|Holland (Kingdom)|Switzerland,"Cope, Clementine, 1835-1903","Stork, Anna Brown Cope, b. 1862",hc:104242,"Drinker, Frances, b. 1841|Evans, Anna Cope, 1875-1967|Evans, Rachel Reeve Cope, 1850-1939|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916|Cope, Amy Elizabeth Yarnall|Newlin, Margaret",Family|Weather|Health|School attendance|Voyages and travels,"HC.MC-1170, Box 3",hsc0989,,/object/hc104242
