,Title,Description,Date Created,Origin,Author,Recipient,Start,start_lat,start_long,Year,Month,Day,Month Name,Season,Color
181,"1884 July 13, Woodbourne, to Chellie","Letter mentions reading ""Memoir of Elizabeth T. King; with extracts from her letters and journals"" (Baltimore, Armstrong & Berry, 1859).",1884-07-13,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,7,13,July,Summer,yellow
182,"1884 August 10, Woodbourne, to Father",,1884-08-10,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,8,10,August,Summer,yellow
183,"1884 August 16, Woodbourne, to Mother",,1884-08-16,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,8,16,August,Summer,yellow
184,"1884 August 31, Prospect St., Cheres Soeurs",,1884-08-31,Burlington (Vt.),"Cope, Clementine, 1835-1903","Cope, Annette, 1843-1916","{'lat': 44.47583333, 'long': -73.2119444444444}",44.47583333,-73.2119444444444,1884,8,31,August,Summer,yellow
185,"1884 September 5, Woodbourne, to Chellie",,1884-09-05,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,9,5,September,Fall,orange
186,"1884 September 8, Pittsfield Mass., to Dear Cousin F.",,1884-09-08,Pittsfield (Mass.),"Cope, Clementine, 1835-1903","Cope, Francis Reeve, 1821-1909","{'lat': 42.45, 'long': -73.2452777777778}",42.45,-73.2452777777778,1884,9,8,September,Fall,orange
187,"1884 October 12, Woodbourne, to Chellie",,1884-10-12,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,10,12,October,Fall,orange
188,"1884?, Woodbourne, to Father",Date of letter is not given. Possibly 1884.,1884?,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,0,0,0,0,0
191,"1886 July 8, Awbury, to Dear Lilly",,1886-07-08,"Awbury (Philadelphia, Pa.)","Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1886,7,8,July,Summer,yellow
192,"1886 July 19, Royal Mail Ship Gallia and Liverpool, to My dear Lilly",,1886-07-18,Liverpool (England),"Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 53.41055556, 'long': -2.97777777777778}",53.41055556,-2.97777777777778,1886,7,18,July,Summer,yellow
193,"1886 August 6, Cambridge fragment",fragment begins on page 4,1886-08-06,Cambridge (England),"Cope, Clementine, 1835-1903",,"{'lat': 52.2, 'long': 0.1166666667}",52.2,0.1166666667,1886,8,6,August,Summer,yellow
194,"1886 August 13, London, to Dear Little Agnes And Franky",,1886-08-13,London (England),"Cope, Clementine, 1835-1903","Cope, Agnes, 1876-1899|Cope, Francis R. (Francis Reeve), 1878-1962","{'lat': 51.50833333, 'long': -0.125555555555556}",51.50833333,-0.125555555555556,1886,8,13,August,Summer,yellow
195,"1886 August 17, Woodbourne, to Mother",,1886-08-17,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1886,8,17,August,Summer,yellow
196,"1886 August 19, 32 Bedford Gardens London, to My dear Cousin",,1886-08-19,London (England),"Cope, Clementine, 1835-1903",,"{'lat': 51.50833333, 'long': -0.125555555555556}",51.50833333,-0.125555555555556,1886,8,19,August,Summer,yellow
197,"1886 August 30, London, to My dear Lillie",,1886-08-30,London (England),"Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 51.50833333, 'long': -0.125555555555556}",51.50833333,-0.125555555555556,1886,8,30,August,Summer,yellow
198,"1886 August 31, Swan Hotel Lichfield England, to My dear Lilly",,1886-08-31,Lichfield (England),"Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 52.68138889, 'long': -1.82527777777778}",52.68138889,-1.82527777777778,1886,8,31,August,Summer,yellow
199,"1886 September 12, Coutance, to My dear Lilly",,1886-09-12,Coutances (France),"Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 49.04527778, 'long': -1.445}",49.04527778,-1.445,1886,9,12,September,Fall,orange
200,"1886 September 15, St. Servan, to Dear E",,1886-09-15,St. Servan (France),"Cope, Clementine, 1835-1903",,"{'lat': 47.91527778, 'long': -2.5125}",47.91527778,-2.5125,1886,9,15,September,Fall,orange
201,"1886 September 25, Caen, to My dear Lillie",,1886-09-25,Caen (France),"Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 49.18583333, 'long': -0.358888888888889}",49.18583333,-0.358888888888889,1886,9,25,September,Fall,orange
202,"1886 October 9, 11 Place Reine Mathilde, to Dear Lilly",,1886-10-09,Bayeux (France),"Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 49.27722222, 'long': -0.703888888888889}",49.27722222,-0.703888888888889,1886,10,9,October,Fall,orange
203,"1886 October 21, Overbrook, to Franky",,1886-10-21,"Overbrook (Philadelphia, Pa.)","Cope, Edgar, 1838-1895","Cope, Francis R. (Francis Reeve), 1878-1962","{'lat': 39.98916667, 'long': -75.2430555555556}",39.98916667,-75.2430555555556,1886,10,21,October,Fall,orange
204,"1887 August 3, Woodbourne, to Mother",,1887-08-03,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1887,8,3,August,Summer,yellow
205,"1887 August 16, Woodbourne, to Mother",,1887-08-16,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1887,8,16,August,Summer,yellow
206,"1887 September 12, Woodbourne, to Anna",,1887-09-12,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Stork, Anna Brown Cope, b. 1862","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1887,9,12,September,Fall,orange
207,"1887 September 16, Woodbourne, to My dear sister",,1887-09-16,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth Waln Stokes, 1823-1902",,"{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1887,9,16,September,Fall,orange
208,"1888 July 29, Woodbourne, to Mother",,1888-07-28,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1888,7,28,July,Summer,yellow
209,"1888 August 8, Wildmere, to My dear Clementine",,1888-08-08,Berkshire (Mass.),"Cope, Elizabeth Waln Stokes, 1823-1902","Cope, Clementine, 1835-1903","{'lat': 42.37055556, 'long': -73.2063888888889}",42.37055556,-73.2063888888889,1888,8,8,August,Summer,yellow
210,"1888 August 24, Ausable Chasm NY, to Dear Franky",,1888-08-24,Ausable River (N.Y.),"Cope, Clementine, 1835-1903","Cope, Francis R. (Francis Reeve), 1878-1962","{'lat': 44.55611111, 'long': -73.4227777777778}",44.55611111,-73.4227777777778,1888,8,24,August,Summer,yellow
211,"1888 August 27, Woodbourne, to My dear sister",,1888-08-27,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth Waln Stokes, 1823-1902","Stokes, Hetty N. (Hetty Newlin), 1838-1899","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1888,8,27,August,Summer,yellow
212,"1888 October 1, Woodbourne, to Mother",,1888-10-01,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1888,10,1,October,Fall,orange
213,"1888 October 13, Woodbourne, to Mother",,1888-10-13,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1888,10,13,October,Fall,orange
214,"1889 July 8, Awbury, to Chellie, Newport",,1889-07-08,"Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1889,7,8,July,Summer,yellow
217,"1889 August 21, Woodbourne, to Mother",,1889-08-21,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1889,8,21,August,Summer,yellow
218,"1889 September 15, Petersham Mass, to Dear Franky",,1889-09-15,Petersham (Mass.),"Cope, Clementine, 1835-1903","Cope, Francis R. (Francis Reeve), 1878-1962","{'lat': 42.4875, 'long': -72.1869444444445}",42.4875,-72.1869444444445,1889,9,15,September,Fall,orange
219,"1889 September 18, Woodbourne, to Mother","Final page verso contains note written at a later date by Elizabeth S. Cope. As this note mentions, Harriet S. Slaymaker (b. 1850) later became a nun named ""Mother Angela"" residing, as of 1920, in Boston.",1889-09-18,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1889,9,18,September,Fall,orange
221,"1889 October 13, Woodbourne, to Mother","Mentions receiving a reprint edition of Goody Two Shoes, most likely from 1881 (http://lccn.loc.gov/40037544).",1889-10-13,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1889,10,13,October,Fall,orange
222,"1890 July 13, Woodbourne, to Dearest Mother",,1890-07-13,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1890,7,13,July,Summer,yellow
224,"1891 March 7, 121 S 19th St, to Dear Cousin Anna",Addressed from 121 S. 19th St.,1891-03-07,Philadelphia (Pa.),"Cope, Clementine, 1835-1903","Stork, Anna Brown Cope, b. 1862","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1891,3,7,March,Spring,green
225,"1891 June 23, Woodbourne, to my dear Frank",,1891-06-23,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis R. (Francis Reeve), 1878-1962","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1891,6,23,June,Summer,yellow
226,"1891 June 25, Woodbourne, to my dearest Frank",,1891-06-25,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis R. (Francis Reeve), 1878-1962","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1891,6,25,June,Summer,yellow
227,"1891 June 28, Woodbourne, to my dear Frank",,1891-06-28,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis R. (Francis Reeve), 1878-1962","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1891,6,28,June,Summer,yellow
228,"1891 July 2, Woodbourne, to my dearest Frank",,1891-07-02,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis R. (Francis Reeve), 1878-1962","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1891,7,2,July,Summer,yellow
229,"1891 July 5, Woodbourne, to my dearest Mother",,1891-07-05,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1891,7,5,July,Summer,yellow
230,"1891 July 14, Woodbourne, to Dearest Mother",,1891-07-14,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1891,7,14,July,Summer,yellow
231,"1891 July 25, Woodbourne, to Dearest Mother",,1891-07-26,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1891,7,26,July,Summer,yellow
232,"1891 August 9, Woodbourne, to Dearest Mother",,1891-08-09,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1891,8,9,August,Summer,yellow
233,"1891 August 12, Overbrook, to Nettie","Edgar describes being less than impressed with the city of London, prefering that of Paris, though he has seen little of either.",1891-08-12,"Overbrook (Philadelphia, Pa.)","Cope, Edgar, 1838-1895","Cope, Annette, 1843-1916","{'lat': 39.98916667, 'long': -75.2430555555556}",39.98916667,-75.2430555555556,1891,8,12,August,Summer,yellow
234,"1891 August 13, Woodbourne, to Dearest Mother",,1891-08-13,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1891,8,13,August,Summer,yellow
235,"1891 September 27, Pepperell Mass, to My dear Cousin",,1891-09-27,Pepperell (Mass.),"Cope, Clementine, 1835-1903",,"{'lat': 42.66583333, 'long': -71.5883333333333}",42.66583333,-71.5883333333333,1891,9,27,September,Fall,orange
236,"1891 September 27, Woodbourne, to Dearest Father",,1891-09-27,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1891,9,27,September,Fall,orange
237,"1892 August 10, Asticou, to My very good sister",,1892-08-10,Asticou (Me.),"Cope, Clementine, 1835-1903","Cope, Annette, 1843-1916","{'lat': 44.30388889, 'long': -68.2816666666667}",44.30388889,-68.2816666666667,1892,8,10,August,Summer,yellow
238,"1892 August 11, Woodbourne, to Dearest Mother",,1892-08-11,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1892,8,11,August,Summer,yellow
239,"1892 August 22, Asticou Me (Harbor Cottages), Dear Cousin Anna",,1892-08-22,Asticou (Me.),"Cope, Clementine, 1835-1903","Stork, Anna Brown Cope, b. 1862","{'lat': 44.30388889, 'long': -68.2816666666667}",44.30388889,-68.2816666666667,1892,8,22,August,Summer,yellow
240,"1892 August 25, Woodbourne, to dear sister Clem",,1892-08-25,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Clementine, 1835-1903","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1892,8,25,August,Summer,yellow
241,"1892 September 6, Asticou, to Dear Srs.",,1892-09-06,Asticou (Me.),"Cope, Clementine, 1835-1903",,"{'lat': 44.30388889, 'long': -68.2816666666667}",44.30388889,-68.2816666666667,1892,9,6,September,Fall,orange
242,"1892 November 24, 6 Cavendish Crescent, Dear Sister",,1892-11-24,Nottingham (England),"Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916","Cope, Clementine, 1835-1903","{'lat': 52.95361111, 'long': -1.15027777777778}",52.95361111,-1.15027777777778,1892,11,24,November,Fall,orange
243,"1892 November 29, Bristol PA, to My dear Cousin",,1892-11-29,Bristol (Pa.),"Cope, Clementine, 1835-1903",,"{'lat': 40.10055556, 'long': -74.8516666666667}",40.10055556,-74.8516666666667,1892,11,29,November,Fall,orange
244,"1893 April 19, Atlantic City, to dear Mother",,1893-04-19,Atlantic City (N.J.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 39.36388889, 'long': -74.4230555555556}",39.36388889,-74.4230555555556,1893,4,19,April,Spring,green
245,"1893 August 18, Woodbourne, to my dear Caroline & Annette",,1893-08-18,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1893,8,18,August,Summer,yellow
246,"1893 September 10, Woodbourne, to dearest Mother",,1893-09-10,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1893,9,10,September,Fall,orange
247,"1893 October 4, Woodbourne, to dear Father",,1893-10-04,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1893,10,4,October,Fall,orange
248,"1893 October 7, Woodbourne, to dearest Mother",,1893-10-07,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1893,10,7,October,Fall,orange
249,"1893 October 9, Woodbourne, to dearest Mother",,1893-10-09,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1893,10,9,October,Fall,orange
250,"1893 October 19, Woodbourne, to dearest Mother",,1893-10-19,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1893,10,19,October,Fall,orange
251,"1893 October 20, Woodbourne, to dearest Mother",,1893-10-20,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1893,10,20,October,Fall,orange
252,"1893 October 24, Woodbourne, to dear Mother",,1893-10-24,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1893,10,24,October,Fall,orange
253,"1893 October 29, Woodbourne, to dear Carrie",,1893-10-29,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1893,10,29,October,Fall,orange
254,"1894 January 30, Old Pt. Comfort, to dearest Mother",,1894-01-30,Hampton (Va.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 37.02972222, 'long': -76.345}",37.02972222,-76.345,1894,1,30,January,Winter,lightskyblue
256,"1894 June 2, Awbury, to Dear Frank",,1894-06-02,"Awbury (Philadelphia, Pa.)","Cope, Clementine, 1835-1903","Cope, Francis R. (Francis Reeve), 1878-1962","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1894,6,2,June,Summer,yellow
257,"1894 July 19, Woodbourne, to dear Mother",,1894-07-19,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1894,7,19,July,Summer,yellow
258,"1894 July 21, Cliff House, Minnewaska NY, to Dear Cousin Anna",,1894-07-21,Ulster County (N.Y.),"Cope, Clementine, 1835-1903","Stork, Anna Brown Cope, b. 1862","{'lat': 41.88805556, 'long': -74.2583333333333}",41.88805556,-74.2583333333333,1894,7,21,July,Summer,yellow
259,"1894 July 29, Woodbourne, to dear Mother",,1894-07-29,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1894,7,29,July,Summer,yellow
260,"1894 September 8, Woodbourne, to dear Father",,1894-09-08,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1894,9,8,September,Fall,orange
264,"1895 June 20, Minnewaska, to Dear Cousin Anna",,1895-06-20,Ulster County (N.Y.),"Cope, Clementine, 1835-1903","Stork, Anna Brown Cope, b. 1862","{'lat': 41.88805556, 'long': -74.2583333333333}",41.88805556,-74.2583333333333,1895,6,20,June,Summer,yellow
265,"Letter from Elizabeth S. Cope to Francis Reeve Cope, 1896 August 5","Stationery has embossed ""ESC.""",1895-08-05,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1895,8,5,August,Summer,yellow
266,"1895 August 11, Woodbourne, to dearest Mother","Stationery has a brown embossed ""ESC.""",1895-08-11,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1895,8,11,August,Summer,yellow
267,"1895 August 24, Little Boars Head, New Hampshire, to My dear Cousin",,1895-08-24,North Hampton (N.H.),"Cope, Caroline E. (Caroline Elizabeth), 1840-1944",,"{'lat': 42.9725, 'long': -70.8297222222222}",42.9725,-70.8297222222222,1895,8,24,August,Summer,yellow
268,"1895 August 25, Woodbourne, to dearest Mother",,1895-08-25,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1895,8,25,August,Summer,yellow
269,"1895 September 15, Woodbourne, to Dearest Mother",,1895-09-15,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1895,9,15,September,Fall,orange
270,"1895 December 26, Lakewood, to My dear Cousin",,1895-12-26,Lakewood (N.J.),"Cope, Clementine, 1835-1903",,"{'lat': 40.09777778, 'long': -74.2175}",40.09777778,-74.2175,1895,12,26,December,Winter,lightskyblue
271,"1896 January 4, Saranac Lake, to Dearest Mother","Describes Alfred Cope, ill with the ailment that will presumably end his life in 1897.",1896-01-04,Saranac Lake (N.Y.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 44.32944444, 'long': -74.1311111111111}",44.32944444,-74.1311111111111,1896,1,4,January,Winter,lightskyblue
272,"1896 November 8, Woodbourne, to Dear Mother",,1896-01-08,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1896,1,8,January,Winter,lightskyblue
273,"1896 July 5, Woodbourne, to My dear Mother",,1896-07-05,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1896,7,5,July,Summer,yellow
274,"1896 July 8, Woodbourne, to My dearest Rachel",,1896-07-08,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1896,7,8,July,Summer,yellow
275,"1896 August 13, Birchcliffe, to My dear Clemmy",,1896-08-13,Berkshire County (Mass.),"Cope, Elizabeth Waln Stokes, 1823-1902","Cope, Clementine, 1835-1903","{'lat': 42.50576, 'long': -73.216985}",42.50576,-73.216985,1896,8,13,August,Summer,yellow
276,"1896 August 16, Woodbourne, to Dearest Mother",,1896-08-16,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1896,8,16,August,Summer,yellow
277,"1896 August 21, Woodbourne, to Dear Father",,1896-08-21,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1896,8,21,August,Summer,yellow
278,"1896 August 21, Birchcliffe, to My dear Netty",,1896-08-21,Berkshire County (Mass.),"Cope, Elizabeth Waln Stokes, 1823-1902","Cope, Annette, 1843-1916","{'lat': 42.50576, 'long': -73.216985}",42.50576,-73.216985,1896,8,21,August,Summer,yellow
279,"1896 September 27, Woodbourne, to Dearest Mother",,1896-09-27,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1896,9,27,September,Fall,orange
